Devices,Mix,Concurrency,WaveS,p50_sts,p95_sts,p99_sts,Max_sts,QueueMax,MongoOpsPerS,MongoP95Ms,Overlap,Result,Bottleneck,PingP50,QueueWaitP95,WorkerUtil,ClaimsWon,Conflicts,Threads,RssMb
250,slow,64,5.009,,,,,5,116.9,20.59370000006311,0,PASS,none,300.00000000000006,14.137099999970815,78.88888888888889,250,0,,
500,all_up,20,2.900,,,,,18,357.8,49.31310000006306,0,PASS,none,11.0,28.069699999832665,11.375,500,0,8,
500,all_up,30,2.900,,,,,18,357.8,49.31310000006306,0,PASS,none,11.0,28.069699999832665,11.375,500,0,,
500,all_up,40,2.900,,,,,18,357.8,49.31310000006306,0,PASS,none,11.0,28.069699999832665,11.375,500,0,,
500,all_up,50,2.900,,,,,18,357.8,49.31310000006306,0,PASS,none,11.0,28.069699999832665,11.375,500,0,,
500,all_up,60,2.900,,,,,18,357.8,49.31310000006306,0,PASS,none,11.0,28.069699999832665,11.375,500,0,,
500,all_up,64,2.900,,,,,18,357.8,49.31310000006306,0,PASS,none,11.0,28.069699999832665,11.375,500,0,,
500,half,20,41.169,,,,,9,31.1,41.60870000009709,0,FAIL,wave_exceeds_interval,10.0,26.53280000004088,92.37394957983193,500,0,8,
500,half,30,28.554,,,,,13,42.4,38.0764999999883,0,PASS WITH LIMITED HEADROOM,limited_headroom,10.0,25.401500000043598,88.84508990318119,500,0,8,
500,half,40,21.730,,,,,11,52.5,16.06080000010479,0,PASS WITH LIMITED HEADROOM,limited_headroom,10.0,10.373300000082963,87.59234828496042,500,0,8,
500,half,50,16.244,,,,,15,66.6,7.797099999834245,0,PASS,none,10.0,10.401600000022881,93.04635761589404,500,0,8,
500,half,60,16.244,,,,,15,66.6,7.797099999834245,0,PASS,none,10.0,10.401600000022881,93.04635761589404,500,0,,
500,half,64,16.244,,,,,15,66.6,7.797099999834245,0,PASS,none,10.0,10.401600000022881,93.04635761589404,500,0,,
500,all_down,20,76.801,,,,,9,14.0,10.236500000019078,0,FAIL,wave_exceeds_interval,3000.0,11.801900000136811,98.09507754551585,500,0,8,
500,all_down,30,52.197,,,,,27,20.7,2.845399999841902,0,FAIL,wave_exceeds_interval,3000.0,12.627699999939068,96.37953795379538,500,0,8,
500,all_down,40,39.869,,,,,31,27.1,4.052000000001499,0,FAIL,wave_exceeds_interval,3000.0,17.265000000179498,94.49607329842932,500,0,8,
500,all_down,50,30.866,,,,,19,33.3,8.95500000001448,0,FAIL,wave_exceeds_interval,3000.0,16.147399999908885,97.9625850340136,500,0,8,
500,all_down,60,27.881,,,,,39,38.4,9.565500000007887,0,PASS WITH LIMITED HEADROOM,limited_headroom,3000.0,41.08569999993961,91.04761904761905,500,0,8,
500,all_down,64,24.709,,,,,36,43.1,4.5820000000276195,0,PASS WITH LIMITED HEADROOM,limited_headroom,3000.0,71.62999999991371,95.69818037974683,500,0,8,
500,intermittent,20,76.548,,,,,9,13.4,0.8344000002580287,0,FAIL,wave_exceeds_interval,3000.0,8.257299999968382,98.27807848443842,500,0,8,
500,intermittent,30,52.459,,,,,18,20.7,11.86870000037743,0,FAIL,wave_exceeds_interval,3000.0,17.00940000000628,96.19238476953907,500,0,8,
500,intermittent,40,40.060,,,,,19,26.8,23.540700000012293,0,FAIL,wave_exceeds_interval,3000.0,13.458099999752449,94.716796875,500,0,8,
500,intermittent,50,31.122,,,,,26,33.5,17.829100000199105,0,FAIL,wave_exceeds_interval,3000.0,20.811399999729474,97.7469244288225,500,0,8,
500,intermittent,60,27.712,,,,,20,38.7,5.622799999855488,0,PASS WITH LIMITED HEADROOM,limited_headroom,3000.0,15.369700000064768,91.10696517412936,500,0,8,
500,intermittent,64,24.872,,,,,28,43.2,33.061699999962,0,PASS WITH LIMITED HEADROOM,limited_headroom,3000.0,16.06869999977789,95.79906798245614,500,0,8,
500,slow,20,11.476,,,,,10,101.2,54.66630000000805,0,PASS,none,300.00000000000006,26.15269999978409,75.11976047904191,500,0,8,
500,slow,30,11.476,,,,,10,101.2,54.66630000000805,0,PASS,none,300.00000000000006,26.15269999978409,75.11976047904191,500,0,,
500,slow,40,11.476,,,,,10,101.2,54.66630000000805,0,PASS,none,300.00000000000006,26.15269999978409,75.11976047904191,500,0,,
500,slow,50,11.476,,,,,10,101.2,54.66630000000805,0,PASS,none,300.00000000000006,26.15269999978409,75.11976047904191,500,0,,
500,slow,60,11.476,,,,,10,101.2,54.66630000000805,0,PASS,none,300.00000000000006,26.15269999978409,75.11976047904191,500,0,,
500,slow,64,11.476,,,,,10,101.2,54.66630000000805,0,PASS,none,300.00000000000006,26.15269999978409,75.11976047904191,500,0,,
750,all_up,20,5.275,,,,,16,294.1,69.32219999998779,0,PASS,none,11.0,28.173700000024837,5.357142857142858,750,0,8,
750,all_up,30,5.275,,,,,16,294.1,69.32219999998779,0,PASS,none,11.0,28.173700000024837,5.357142857142858,750,0,,
750,all_up,40,5.275,,,,,16,294.1,69.32219999998779,0,PASS,none,11.0,28.173700000024837,5.357142857142858,750,0,,
750,all_up,50,5.275,,,,,16,294.1,69.32219999998779,0,PASS,none,11.0,28.173700000024837,5.357142857142858,750,0,,
750,all_up,60,5.275,,,,,16,294.1,69.32219999998779,0,PASS,none,11.0,28.173700000024837,5.357142857142858,750,0,,
750,all_up,64,5.275,,,,,16,294.1,69.32219999998779,0,PASS,none,11.0,28.173700000024837,5.357142857142858,750,0,,
750,half,20,62.331,,,,,8,31.8,88.87830000003305,0,FAIL,wave_exceeds_interval,10.0,30.665700000099605,92.11176470588235,750,0,8,
750,half,30,43.163,,,,,9,42.9,90.29929999996966,0,FAIL,wave_exceeds_interval,10.0,69.21909999982745,89.84848484848484,750,0,8,
750,half,40,31.889,,,,,16,55.7,46.862200000305165,0,FAIL,wave_exceeds_interval,10.0,44.42400000016278,88.6875,750,0,8,
750,half,50,25.179,,,,,16,66.6,20.24540000002162,0,PASS WITH LIMITED HEADROOM,limited_headroom,10.0,19.998799999939365,90.11633109619687,750,0,8,
750,half,60,21.939,,,,,26,75.0,20.591999999851396,0,PASS WITH LIMITED HEADROOM,limited_headroom,10.0,16.790300000138814,86.8668407310705,750,0,8,
750,half,64,19.311,,,,,28,85.3,28.02350000001752,0,PASS,none,10.0,21.386899999924935,91.96820175438596,750,0,8,
750,all_down,20,90.050,,,,,18,13.6,41.40959999995175,0,FAIL,incomplete_wave,3000.0,16.851300000325864,97.99810246679317,580,0,8,
750,all_down,30,77.265,,,,,17,20.5,16.123400000196852,0,FAIL,wave_exceeds_interval,3000.0,18.20930000030785,97.94764883020616,750,0,8,
750,all_down,40,60.913,,,,,22,26.8,69.62509999993927,0,FAIL,wave_exceeds_interval,3000.0,19.487699999899633,96.235167206041,750,0,8,
750,all_down,50,47.981,,,,,15,33.5,65.96099999978833,0,FAIL,wave_exceeds_interval,3000.0,49.39330000024711,97.31059683313033,750,0,8,
750,all_down,60,41.546,,,,,25,38.8,34.59400000019741,0,FAIL,wave_exceeds_interval,3000.0,81.41800000021249,93.90686274509804,750,0,8,
750,all_down,64,37.666,,,,,40,42.4,28.556100000059814,0,FAIL,wave_exceeds_interval,3000.0,29.495700000097713,95.63118340943683,750,0,8,
750,intermittent,20,90.046,,,,,0,13.4,0.8946000002651999,0,FAIL,incomplete_wave,3000.0,12.697399999979098,98.22380106571936,600,0,8,
750,intermittent,30,77.939,,,,,16,20.1,11.541699999725097,0,FAIL,wave_exceeds_interval,3000.0,14.753399999790417,98.0103884372177,750,0,8,
750,intermittent,40,59.351,,,,,37,27.4,11.753900000258,0,FAIL,wave_exceeds_interval,3000.0,38.203299999622686,96.43258426966293,750,0,8,
750,intermittent,50,46.511,,,,,40,33.1,25.004399999943416,0,FAIL,wave_exceeds_interval,3000.0,21.65869999998904,97.92152466367713,750,0,8,
