Devices,Mix,Concurrency,WaveS,p50_sts,p95_sts,p99_sts,Max_sts,QueueMax,MongoOpsPerS,MongoP95Ms,Overlap,Result,Bottleneck
15,all_up,20,1.000,,,,,3,31.8,0.9060999946086667,0,PASS,none
