Devices,Mix,Concurrency,WaveS,p50_sts,p95_sts,p99_sts,Max_sts,QueueMax,MongoOpsPerS,MongoP95Ms,Overlap,Result,Bottleneck
15,all_up,20,1.870,,,,,0,16.5,0.8501000120304525,0,PASS,none
15,all_up,40,1.870,,,,,0,16.5,0.8501000120304525,0,PASS,none
15,half,20,3.069,,,,,0,10.6,1.1021000100299716,0,PASS,none
15,half,40,3.069,,,,,0,10.6,1.1021000100299716,0,PASS,none
