Devices,Mix,Concurrency,WaveS,p50_sts,p95_sts,p99_sts,Max_sts,QueueMax,MongoOpsPerS,MongoP95Ms,Overlap,Result,Bottleneck
250,all_up,30,4.005,,,,,2,94.6,0.5708000098820776,0,PASS,none
